crop,season,soil_type,soil_pH,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,soil_organic_matter_percent,annual_rainfall_mm,temperature_avg_C,temperature_min_C,temperature_max_C,humidity_percent,sunshine_hours_per_day,irrigation_type,irrigation_frequency_days,fertilizer_N_applied,fertilizer_P_applied,fertilizer_K_applied,pesticide_usage_kg_ha,area_under_cultivation_ha,farm_mechanization,crop_variety,plant_age_years,previous_year_yield,elevation_m,slope_percent,district_zone,yield_kg_ha
rice,Kharif,Sandy Loam,4.5,333.27,21.74,231.48,2.19,3390.5,24.83,20.63,35.3,78.85,4.53,Sprinkler,2,81.92,51.34,73.86,0.67,4.82,1,1,0.0,3465.1,556.0,25.32,Malnad,3752.49
rice,Kharif,Clay Loam,5.59,330.96,41.6,221.37,2.92,3138.3,27.23,23.02,32.32,72.96,5.9,Drip,1,137.83,29.34,103.78,2.91,4.47,0,0,0.0,3306.8,314.4,17.44,Midland,3642.92
rice,Kharif,Clay Loam,5.04,124.36,10.01,211.28,1.37,3015.1,25.59,21.45,33.7,88.16,4.08,Canal,3,61.61,77.34,73.02,2.34,4.25,1,0,0.0,3573.9,508.7,34.85,Malnad,3308.98
rice,Kharif,Clay Loam,4.84,288.52,30.78,281.02,2.54,3677.2,22.7,18.73,33.49,82.28,4.57,Drip,3,105.03,29.13,148.59,3.48,4.44,1,0,0.0,3212.0,83.3,23.89,Coastal,3878.47
rice,Kharif,Clay Loam,5.11,322.21,12.14,200.7,3.33,4026.5,25.56,18.65,30.13,78.89,5.89,Canal,3,117.9,69.82,88.88,1.18,9.57,0,1,0.0,3637.0,184.1,14.81,Midland,4118.31
rice,Kharif,Laterite,5.46,152.18,59.41,270.42,3.2,3822.7,23.6,18.91,34.57,66.05,5.48,Sprinkler,3,89.7,42.7,148.18,3.39,3.35,1,0,0.0,3727.4,580.3,31.37,Malnad,3778.4
rice,Kharif,Clay Loam,5.55,273.77,50.62,225.08,3.44,3983.8,29.77,24.57,33.68,76.67,5.76,Sprinkler,3,178.64,21.62,63.01,4.03,1.06,0,1,0.0,4268.3,713.2,19.61,Malnad,4010.91
rice,Kharif,Laterite,5.5,117.8,29.22,158.25,1.23,4033.0,25.86,21.79,35.28,70.26,5.52,Drip,2,174.65,73.14,108.64,0.64,5.07,1,1,0.0,3029.9,826.6,23.59,Malnad,3876.72
rice,Kharif,Sandy Loam,4.75,128.17,36.95,246.55,1.83,3163.7,27.11,19.72,32.18,82.41,7.04,Canal,5,156.26,59.6,100.63,1.74,4.09,0,1,0.0,4210.7,785.3,20.28,Malnad,3708.11
rice,Kharif,Red Loam,5.03,273.7,30.49,263.5,2.95,3253.6,23.84,19.32,32.4,80.04,6.51,Canal,6,93.45,53.33,131.19,3.99,3.23,0,0,0.0,3539.3,898.2,16.19,Malnad,3605.91
rice,Kharif,Laterite,5.84,247.46,38.78,104.27,1.75,3974.8,23.75,19.54,28.97,69.57,5.41,Rainfed,0,192.34,39.77,112.4,2.85,1.92,0,1,0.0,4282.0,175.6,24.33,Midland,3812.65
rice,Kharif,Laterite,4.74,262.39,47.32,228.89,3.3,3174.8,25.2,19.1,30.01,68.84,5.45,Drip,3,193.64,27.76,130.55,3.8,4.2,0,1,0.0,3627.8,622.8,34.38,Malnad,3726.39
rice,Kharif,Laterite,6.47,163.31,11.19,192.74,1.82,3313.7,28.35,20.31,33.22,65.62,5.86,Drip,1,89.93,63.03,74.46,1.15,5.99,0,0,0.0,3975.9,590.3,25.9,Malnad,3202.8
rice,Kharif,Clay Loam,4.8,266.17,30.48,236.2,1.49,3389.8,30.97,21.78,35.17,67.88,4.22,Drip,1,119.41,79.34,136.13,3.03,8.68,1,1,0.0,3232.5,164.9,22.86,Midland,3674.89
rice,Kharif,Red Loam,4.76,132.26,21.22,201.42,1.48,3603.8,25.02,19.53,30.24,91.46,5.47,Canal,6,158.08,49.43,66.27,2.54,6.97,1,0,0.0,3174.3,17.1,11.48,Coastal,3692.5
rice,Kharif,Clay Loam,4.86,167.72,30.95,160.21,1.74,3158.2,31.13,18.27,34.95,91.47,6.14,Sprinkler,3,80.45,77.83,41.54,3.23,8.86,0,1,0.0,3534.0,948.9,22.39,Malnad,3416.09
rice,Kharif,Clay Loam,6.0,246.94,11.91,126.89,1.01,3128.0,22.15,18.42,29.43,88.1,6.5,Sprinkler,3,128.46,35.35,92.24,3.06,7.93,0,1,0.0,3261.5,705.6,19.56,Malnad,3478.17
rice,Kharif,Red Loam,4.72,145.72,14.87,133.35,1.51,3294.1,24.11,19.55,34.55,73.83,4.72,Sprinkler,4,147.35,37.61,118.5,1.88,6.07,1,0,0.0,3704.8,884.0,11.22,Malnad,3562.85
rice,Kharif,Red Loam,4.62,256.78,48.03,183.87,1.08,3293.8,28.8,24.09,33.57,80.13,4.41,Canal,4,107.15,59.33,148.32,3.75,2.33,1,0,0.0,3426.3,234.6,6.03,Midland,3613.74
rice,Kharif,Clay Loam,5.23,182.46,21.8,298.5,1.85,4128.6,25.9,18.8,29.75,88.1,3.63,Drip,3,118.55,34.84,107.92,1.03,1.19,1,1,0.0,3053.5,492.3,6.18,Malnad,4023.11
rice,Kharif,Laterite,6.03,225.26,49.13,105.4,0.97,3190.6,29.72,23.86,33.18,65.84,6.24,Sprinkler,5,165.58,32.17,104.21,3.53,2.93,1,0,0.0,4211.1,214.3,33.94,Midland,3483.88
rice,Kharif,Clay Loam,4.84,195.38,36.49,101.44,2.34,3018.4,30.92,26.21,35.44,77.6,4.52,Drip,2,190.45,29.51,91.24,1.76,3.89,1,1,0.0,4264.0,245.7,17.24,Midland,3552.88
rice,Kharif,Red Loam,4.62,338.26,19.38,295.59,1.27,3533.2,25.09,19.34,30.07,91.06,4.72,Canal,5,79.24,69.46,99.68,4.42,4.52,0,0,0.0,4028.6,700.1,23.07,Malnad,3674.71
rice,Kharif,Clay Loam,4.69,279.15,25.76,224.89,2.27,4183.3,30.89,24.03,34.44,72.07,7.03,Rainfed,0,141.95,67.36,89.49,0.91,3.66,0,1,0.0,3815.1,665.5,3.09,Malnad,3900.53
rice,Kharif,Clay Loam,5.52,177.97,54.35,173.02,3.11,3939.6,30.16,26.08,35.29,65.92,4.32,Canal,3,86.59,23.69,95.18,0.61,4.99,1,1,0.0,3692.3,896.8,7.93,Malnad,3793.85
rice,Kharif,Red Loam,4.97,276.19,48.65,205.28,1.53,3486.1,22.96,18.95,34.95,66.77,4.17,Rainfed,0,141.35,33.95,142.78,3.52,3.1,0,1,0.0,3360.3,402.9,22.48,Malnad,3594.09
rice,Kharif,Laterite,5.4,158.79,16.88,207.71,2.76,3340.7,29.35,19.35,33.59,85.11,6.14,Canal,4,77.1,22.55,132.17,0.8,1.59,0,1,0.0,3709.2,750.3,8.66,Malnad,3595.09
rice,Kharif,Laterite,5.23,290.34,47.2,171.29,1.12,3336.8,27.05,22.39,35.81,82.21,4.9,Drip,2,107.07,57.53,66.81,1.57,1.21,1,1,0.0,4319.7,749.4,28.36,Malnad,3687.6
rice,Kharif,Laterite,5.54,301.13,23.32,95.26,1.65,4180.7,30.99,21.56,35.75,65.88,4.76,Sprinkler,4,91.0,31.9,134.8,2.96,9.9,0,1,0.0,3317.2,295.7,30.8,Midland,3759.72
rice,Kharif,Clay Loam,4.64,208.78,29.57,119.07,1.16,4075.9,22.68,18.1,29.96,90.73,3.84,Drip,3,184.89,42.67,72.33,3.21,7.18,1,1,0.0,3153.5,255.0,24.04,Midland,3802.85
rice,Kharif,Red Loam,4.82,119.13,19.74,172.53,3.2,3638.3,29.48,19.3,32.86,71.47,4.76,Canal,5,183.37,45.57,97.07,0.52,0.82,0,1,0.0,3775.9,461.9,6.75,Malnad,3688.2
rice,Kharif,Red Loam,5.07,271.87,19.99,246.48,3.26,3530.2,24.45,18.98,30.0,65.03,6.1,Canal,3,89.45,63.35,113.23,0.79,6.77,1,0,0.0,3878.1,394.9,25.53,Midland,3704.01
rice,Kharif,Laterite,6.07,339.06,48.38,291.9,2.43,4114.9,28.9,24.28,32.57,87.02,4.29,Drip,1,132.46,39.1,44.79,4.42,6.83,1,1,0.0,3220.1,372.4,8.92,Midland,4136.01
rice,Kharif,Red Loam,4.84,210.46,14.26,270.31,0.93,3456.8,23.0,18.78,30.5,68.05,5.63,Drip,3,187.21,34.98,119.16,0.62,1.75,1,0,0.0,2975.9,758.3,32.59,Malnad,3653.52
rice,Kharif,Laterite,5.63,328.98,54.59,220.18,1.49,3939.9,24.03,19.96,28.05,80.38,3.85,Drip,1,148.89,61.38,126.41,2.87,2.89,1,1,0.0,4292.8,152.0,28.93,Midland,3985.08
rice,Kharif,Red Loam,5.85,236.2,56.47,215.94,1.38,3870.1,25.01,18.82,31.14,65.32,7.38,Drip,2,168.29,35.47,122.13,2.77,4.53,1,1,0.0,3380.0,624.6,0.54,Malnad,3984.81
rice,Kharif,Clay Loam,5.57,325.04,34.31,204.63,1.83,3744.0,25.19,19.23,35.74,68.01,3.92,Canal,3,104.81,43.89,50.4,2.7,6.04,1,1,0.0,3090.4,588.4,3.91,Malnad,3823.44
rice,Kharif,Laterite,6.0,241.54,39.25,126.2,2.5,3924.8,30.85,24.52,35.09,83.18,5.44,Drip,1,183.51,51.96,105.38,4.46,9.86,1,0,0.0,3362.1,376.3,32.81,Midland,3866.04
rice,Kharif,Sandy Loam,5.64,228.86,22.77,288.69,2.47,3276.3,25.84,20.77,30.97,88.75,4.16,Rainfed,0,97.03,28.69,51.46,1.7,9.99,0,0,0.0,3983.7,258.0,21.67,Midland,3531.41
rice,Kharif,Red Loam,6.09,185.97,21.5,148.22,1.99,3256.9,28.08,23.37,34.01,77.06,6.69,Drip,2,111.39,56.25,120.28,1.48,3.98,0,1,0.0,3622.6,81.6,5.9,Coastal,3629.34
rice,Kharif,Clay Loam,6.04,269.01,41.93,265.9,0.84,4115.0,30.29,25.78,35.44,88.72,4.31,Drip,1,104.13,26.55,120.25,1.04,1.0,1,1,0.0,3780.0,725.9,28.89,Malnad,3926.83
rice,Kharif,Sandy Loam,6.12,260.35,39.03,239.68,3.07,4035.5,23.75,18.35,28.13,68.56,4.56,Rainfed,0,160.95,48.55,123.37,2.45,5.78,0,1,0.0,3416.9,720.2,10.76,Malnad,3967.4
rice,Kharif,Laterite,5.99,252.29,21.94,117.81,0.94,3054.7,23.87,18.19,32.45,74.67,5.28,Canal,5,152.27,58.89,68.69,3.74,9.22,0,0,0.0,3039.3,854.2,32.32,Malnad,3418.3
rice,Kharif,Laterite,4.64,165.16,58.66,130.86,1.16,4028.5,23.18,18.11,30.59,82.15,6.34,Canal,6,135.73,43.61,79.47,3.89,7.38,1,1,0.0,3829.3,285.0,18.54,Midland,3808.58
rice,Kharif,Laterite,6.24,233.88,38.54,202.08,2.84,3174.6,28.14,20.88,35.5,79.03,7.27,Rainfed,0,109.46,78.01,136.27,2.84,3.86,0,1,0.0,3835.0,551.6,14.06,Malnad,3670.48
rice,Kharif,Clay Loam,4.53,220.84,59.83,156.78,3.4,3121.6,23.73,19.25,32.01,85.66,6.95,Drip,1,155.6,56.46,134.77,2.22,0.99,1,1,0.0,3399.9,13.9,8.41,Coastal,3700.87
rice,Kharif,Clay Loam,4.98,262.14,12.32,117.53,1.9,3426.7,25.47,18.38,31.19,86.55,5.16,Drip,2,82.9,24.18,136.8,1.83,3.83,1,1,0.0,3113.9,718.4,23.87,Malnad,3638.5
rice,Kharif,Red Loam,4.83,234.64,16.33,197.96,1.46,3543.0,28.68,23.86,32.39,89.12,5.06,Canal,6,131.76,71.73,112.91,2.53,3.47,1,1,0.0,4030.2,362.1,5.84,Midland,3799.93
rice,Kharif,Sandy Loam,6.33,131.34,57.61,243.97,1.74,3365.6,28.43,21.82,35.63,85.69,5.66,Drip,3,142.98,70.98,132.5,4.18,1.14,1,1,0.0,4109.0,466.0,16.1,Malnad,3769.25
rice,Kharif,Laterite,5.82,129.23,19.39,196.17,0.92,3152.3,30.63,25.31,34.46,74.4,7.25,Drip,1,141.24,55.84,126.67,4.31,3.88,1,1,0.0,3877.2,918.9,31.18,Malnad,3457.21
rice,Kharif,Clay Loam,5.25,103.27,18.87,218.71,3.19,3759.3,28.64,18.69,34.54,77.27,6.11,Rainfed,0,105.66,54.89,86.65,2.73,1.9,0,1,0.0,4206.0,699.6,24.72,Malnad,3592.02
rice,Kharif,Clay Loam,4.89,286.85,16.63,119.19,2.85,3924.2,29.91,20.32,35.59,84.51,6.84,Sprinkler,4,141.14,26.56,118.2,3.26,3.47,1,1,0.0,3128.8,531.4,12.87,Malnad,3942.37
rice,Kharif,Laterite,5.04,100.56,59.85,126.35,2.57,4112.3,28.0,22.79,35.88,88.23,5.73,Canal,4,127.55,70.51,133.87,3.88,6.17,1,0,0.0,3346.7,3.2,26.76,Coastal,3898.05
rice,Kharif,Laterite,4.5,334.79,32.74,102.47,2.62,4075.0,26.38,21.03,35.86,71.5,6.78,Canal,4,119.69,36.91,89.06,0.52,3.38,1,1,0.0,3368.5,605.5,20.43,Malnad,3909.59
rice,Kharif,Clay Loam,4.93,238.63,47.45,82.69,1.55,3990.0,27.07,20.07,35.59,67.42,5.96,Drip,1,69.92,32.82,109.07,0.61,6.13,1,1,0.0,3602.5,328.3,4.84,Midland,3744.18
rice,Kharif,Sandy Loam,4.8,327.65,49.68,192.48,1.79,3537.8,31.02,19.67,35.62,65.49,7.18,Drip,2,91.74,20.17,101.55,1.48,6.5,0,0,0.0,3585.5,479.8,19.76,Malnad,3578.82
rice,Kharif,Red Loam,5.55,133.14,19.85,111.19,2.67,3634.3,26.3,21.43,31.48,80.34,3.8,Sprinkler,4,157.33,68.14,137.29,3.53,8.52,0,0,0.0,3716.0,897.1,32.01,Malnad,3673.1
rice,Kharif,Laterite,5.78,110.66,28.96,257.69,1.6,4117.6,31.56,25.8,35.98,79.33,5.78,Drip,3,128.99,44.4,107.62,3.13,7.63,1,1,0.0,3153.5,640.8,16.82,Malnad,3832.53
rice,Kharif,Clay Loam,6.49,307.11,43.55,292.65,2.45,3067.7,27.59,19.55,32.59,77.41,6.6,Rainfed,0,130.41,48.48,73.22,2.66,2.86,0,1,0.0,3437.4,325.4,1.8,Midland,3726.56
rice,Kharif,Sandy Loam,5.36,174.78,16.48,218.09,2.18,3813.2,24.37,18.77,30.34,86.54,4.18,Canal,5,67.19,52.97,47.03,1.2,1.57,0,0,0.0,3087.5,785.1,7.9,Malnad,3572.74
rice,Kharif,Red Loam,5.09,250.7,48.8,156.46,2.22,3176.0,22.24,18.98,30.4,72.53,7.39,Canal,6,141.94,61.96,118.09,3.55,1.14,1,0,0.0,3808.0,67.0,14.44,Coastal,3635.05
rice,Kharif,Red Loam,6.24,297.81,58.28,211.38,2.69,4032.6,30.4,24.04,34.7,72.38,7.01,Sprinkler,4,177.31,28.45,74.63,2.2,8.46,1,0,0.0,3527.0,652.1,2.72,Malnad,3916.48
rice,Kharif,Red Loam,6.28,184.32,36.39,222.44,1.69,4182.6,30.76,20.6,34.9,71.23,5.56,Canal,5,71.97,72.21,105.31,4.46,0.74,1,1,0.0,4173.3,126.2,11.74,Midland,3733.79
rice,Kharif,Clay Loam,5.45,263.09,40.43,138.14,2.32,3850.3,27.85,22.0,32.17,87.49,5.3,Rainfed,0,198.21,21.4,81.83,1.22,5.78,0,1,0.0,3188.5,837.8,7.38,Malnad,3928.56
rice,Kharif,Clay Loam,5.37,155.24,31.27,130.89,2.6,3598.7,29.88,20.46,34.46,72.01,7.24,Drip,2,84.28,36.37,49.12,0.61,5.5,0,1,0.0,3399.7,162.8,27.79,Midland,3570.88
rice,Kharif,Red Loam,5.69,125.48,13.24,226.65,2.58,3897.8,23.09,19.03,32.41,82.54,3.64,Canal,7,138.76,53.8,143.79,4.22,2.59,1,1,0.0,3531.7,18.0,8.39,Coastal,3910.79
rice,Kharif,Red Loam,4.92,309.18,52.29,219.7,3.29,3975.6,24.22,19.77,35.63,68.72,7.41,Canal,3,133.1,66.43,126.95,3.44,5.53,1,1,0.0,4121.1,469.8,20.85,Malnad,4090.59
rice,Kharif,Laterite,4.89,220.25,20.51,85.18,2.1,3509.8,26.25,18.89,35.64,65.09,7.07,Canal,6,84.09,48.33,148.77,3.07,1.71,1,1,0.0,3081.8,762.2,32.07,Malnad,3575.1
rice,Kharif,Laterite,6.49,239.81,53.99,173.73,2.75,3343.9,31.12,22.15,35.63,71.91,6.27,Drip,1,64.4,44.78,100.5,1.11,2.25,1,0,0.0,3160.5,418.7,16.13,Malnad,3518.17
rice,Kharif,Laterite,5.34,342.06,13.31,262.69,2.13,3006.4,24.64,19.07,30.51,74.79,7.17,Canal,4,118.64,65.67,127.32,0.84,7.19,1,0,0.0,3459.9,251.5,1.58,Midland,3684.46
rice,Kharif,Laterite,5.66,283.08,40.27,229.24,3.14,4048.6,30.61,19.32,34.21,78.56,4.93,Drip,1,100.29,78.53,78.16,2.18,0.56,1,1,0.0,4027.3,98.0,33.9,Coastal,4057.89
rice,Kharif,Laterite,4.53,131.58,31.26,82.66,2.05,3627.4,28.22,18.62,32.08,81.56,6.13,Canal,3,135.65,67.1,47.6,2.15,3.6,1,0,0.0,3419.7,302.4,31.45,Midland,3496.97
rice,Kharif,Red Loam,6.47,306.24,41.72,93.37,1.0,3654.0,24.85,19.78,32.79,87.64,4.63,Rainfed,0,140.9,66.64,93.99,3.82,1.75,1,1,0.0,3083.6,315.3,12.82,Midland,3780.94
rice,Kharif,Laterite,6.16,326.78,37.29,179.57,3.17,3478.4,28.55,22.03,33.21,67.35,3.59,Canal,4,127.37,69.36,85.59,1.62,4.89,0,0,0.0,2987.2,107.4,11.17,Midland,3778.87
rice,Kharif,Laterite,4.97,127.68,57.45,216.94,0.96,3074.7,28.12,21.31,31.45,71.06,7.22,Canal,5,121.65,35.01,54.71,2.11,9.26,0,1,0.0,3031.3,197.4,14.31,Midland,3481.33
rice,Kharif,Red Loam,5.3,284.44,11.25,199.03,1.11,3523.2,29.91,19.13,35.8,88.99,5.16,Sprinkler,2,170.56,72.85,59.22,4.16,9.18,1,1,0.0,3405.0,422.7,19.74,Malnad,3916.71
rice,Kharif,Laterite,4.5,244.89,53.23,128.68,1.7,3705.0,24.47,20.09,30.93,80.7,4.4,Canal,3,84.32,22.77,91.55,2.85,0.92,0,1,0.0,3112.4,759.2,21.98,Malnad,3644.79
rice,Kharif,Red Loam,5.52,339.99,19.97,156.02,2.91,3940.3,29.32,24.29,34.91,82.17,5.34,Canal,5,116.86,57.21,84.73,1.09,1.51,1,0,0.0,3327.6,100.2,15.59,Midland,3839.15
rice,Kharif,Red Loam,4.76,300.16,47.96,102.94,2.6,3731.2,29.13,21.38,33.18,82.92,4.99,Rainfed,0,90.65,44.52,123.96,2.4,3.35,1,1,0.0,3803.3,411.6,13.11,Malnad,3795.18
rice,Kharif,Clay Loam,4.85,107.2,41.86,139.18,2.05,3463.6,23.75,18.89,31.68,81.85,4.51,Drip,1,174.01,62.13,124.94,0.99,2.63,1,1,0.0,3029.0,847.5,29.12,Malnad,3679.97
rice,Kharif,Clay Loam,4.61,204.07,36.83,131.21,2.2,4063.1,30.67,26.15,34.8,76.09,6.16,Canal,4,65.87,63.2,70.91,0.7,0.7,1,0,0.0,3605.8,425.5,33.27,Malnad,3664.73
rice,Kharif,Laterite,6.2,172.36,43.93,191.96,1.4,3621.4,22.69,18.35,32.18,71.17,6.14,Rainfed,0,67.25,49.09,118.65,2.22,8.81,1,1,0.0,3795.3,269.9,32.86,Midland,3552.25
rice,Kharif,Clay Loam,5.6,315.55,37.08,211.82,2.0,3174.8,27.54,23.41,34.84,85.18,6.07,Canal,4,83.75,33.47,40.7,3.19,8.21,0,0,0.0,3583.2,318.9,10.22,Midland,3499.01
rice,Kharif,Clay Loam,6.07,256.46,26.88,259.91,2.41,3010.3,22.69,18.75,31.57,75.95,4.08,Drip,1,171.69,69.74,101.6,1.68,9.36,1,1,0.0,4154.5,3.1,15.76,Coastal,3645.18
rice,Kharif,Laterite,5.82,138.05,48.75,104.76,2.77,4189.2,31.58,25.67,35.34,83.22,6.41,Canal,3,74.33,55.82,40.72,4.14,5.15,0,1,0.0,3128.1,808.2,32.45,Malnad,3719.55
rice,Kharif,Red Loam,4.95,232.76,25.97,100.79,1.08,3163.8,28.15,18.65,33.91,80.88,7.12,Canal,5,197.98,21.86,117.46,0.61,7.43,0,1,0.0,3954.0,294.1,5.57,Midland,3727.34
rice,Kharif,Clay Loam,6.34,135.05,46.78,291.08,1.2,3522.1,25.37,19.31,34.12,82.85,7.37,Drip,1,136.06,46.95,141.07,0.54,9.9,1,1,0.0,3734.3,342.0,29.84,Midland,3847.94
rice,Kharif,Laterite,6.12,172.43,52.45,213.9,1.76,3713.1,28.45,22.56,35.19,69.31,7.28,Rainfed,0,117.52,71.63,64.25,0.62,5.95,0,1,0.0,3031.2,99.2,1.66,Coastal,3783.69
rice,Kharif,Laterite,5.51,187.52,14.44,131.42,1.3,3894.8,29.8,24.06,35.9,88.87,5.49,Sprinkler,3,188.21,56.67,72.38,2.76,9.93,1,0,0.0,3284.4,905.3,34.35,Malnad,3762.35
rice,Kharif,Laterite,6.33,224.69,30.72,282.74,3.43,3074.7,31.23,18.76,34.83,85.59,6.61,Canal,6,65.48,27.98,142.98,0.83,1.25,1,1,0.0,4172.5,334.1,5.8,Midland,3675.85
rice,Kharif,Sandy Loam,5.61,165.33,51.62,156.14,2.73,3647.4,27.42,22.65,33.04,87.83,4.95,Rainfed,0,84.47,47.33,94.82,2.41,8.18,1,1,0.0,3146.1,488.5,7.87,Malnad,3782.5
rice,Kharif,Laterite,5.29,293.41,51.5,230.69,2.08,3259.4,30.47,20.89,34.37,89.73,7.4,Sprinkler,5,199.75,72.13,117.48,1.68,9.55,1,0,0.0,4266.5,464.7,2.45,Malnad,3841.48
rice,Kharif,Red Loam,5.08,345.16,40.78,172.55,2.15,3118.3,22.75,18.59,32.1,74.7,5.76,Drip,1,192.16,37.62,47.9,1.18,1.41,0,1,0.0,3562.9,701.1,9.53,Malnad,3676.11
rice,Kharif,Clay Loam,4.86,214.04,21.71,278.67,0.94,3716.7,28.04,18.4,34.67,77.66,6.39,Drip,3,105.21,49.07,68.68,1.31,0.51,1,1,0.0,3362.2,12.4,0.31,Coastal,3778.76
rice,Kharif,Laterite,4.63,109.81,43.47,279.51,1.91,4004.1,22.29,18.78,28.5,87.64,7.03,Drip,2,174.9,53.69,69.14,3.07,4.68,0,1,0.0,3815.1,618.6,0.49,Malnad,3791.71
rice,Kharif,Red Loam,6.27,202.71,27.49,107.3,0.9,3357.0,31.4,27.01,35.7,74.47,4.07,Canal,5,150.51,45.47,116.08,3.49,7.94,1,1,0.0,3290.5,24.2,23.81,Coastal,3603.6
rice,Kharif,Laterite,4.88,348.0,30.77,284.11,1.24,3244.9,27.58,19.95,34.07,76.4,6.75,Rainfed,0,120.42,54.34,75.32,3.32,6.72,0,0,0.0,3150.4,583.4,33.01,Malnad,3614.18
rice,Kharif,Red Loam,5.71,307.63,35.72,134.97,2.68,4107.8,30.41,19.67,34.23,78.96,5.79,Canal,3,92.2,65.53,120.33,3.86,9.36,0,1,0.0,3340.0,632.7,33.52,Malnad,3983.0
rice,Kharif,Laterite,6.36,306.14,46.35,165.21,2.74,3961.3,29.53,23.1,32.7,82.81,5.41,Canal,7,145.01,56.49,149.35,0.87,3.13,1,0,0.0,3757.9,328.8,31.24,Midland,3993.87
rice,Kharif,Laterite,4.85,314.28,38.87,93.06,1.61,3739.6,25.35,19.72,35.31,74.45,4.84,Sprinkler,4,104.63,24.68,59.9,4.3,9.37,0,1,0.0,3222.0,130.5,23.61,Midland,3611.01
rice,Kharif,Laterite,5.15,127.13,51.7,247.73,2.65,4093.5,26.89,18.63,30.27,73.6,3.85,Canal,5,62.03,46.63,59.63,1.97,6.91,0,0,0.0,3668.9,941.2,25.16,Malnad,3739.67
rice,Kharif,Laterite,5.8,191.12,12.77,145.45,1.15,4099.6,24.03,18.29,33.01,79.09,5.8,Rainfed,0,121.03,48.03,125.67,1.38,4.27,1,0,0.0,2997.9,279.1,6.7,Midland,3734.62
rice,Kharif,Laterite,4.81,190.67,11.04,245.65,2.95,3493.7,31.85,24.69,35.7,70.19,6.85,Rainfed,0,192.31,34.18,115.51,3.49,3.4,1,0,0.0,3731.8,164.4,2.15,Midland,3667.98
rice,Kharif,Red Loam,4.62,321.24,33.94,242.21,0.84,3585.8,25.26,18.1,34.26,78.85,4.83,Drip,3,122.57,20.21,143.89,1.52,8.39,1,0,0.0,3452.2,450.3,1.41,Malnad,3720.16
rice,Kharif,Clay Loam,4.73,226.78,36.85,228.68,2.85,3835.0,30.45,19.88,34.9,74.72,7.35,Drip,1,194.36,66.14,119.03,2.47,4.71,1,0,0.0,4059.9,859.3,27.8,Malnad,3870.38
rice,Kharif,Red Loam,6.24,295.08,17.27,212.38,2.67,3681.8,27.14,19.17,31.52,85.74,3.57,Drip,2,133.75,76.17,149.71,3.15,4.42,1,0,0.0,4065.5,94.3,20.26,Coastal,3822.06
rice,Kharif,Laterite,5.61,326.97,16.93,132.11,3.28,3047.4,28.56,22.2,33.26,77.64,6.92,Drip,1,92.42,50.74,85.07,2.8,9.25,1,0,0.0,4231.8,287.0,5.67,Midland,3489.27
rice,Kharif,Clay Loam,4.74,209.46,41.53,238.23,2.54,3143.0,25.04,20.23,35.05,66.27,3.67,Sprinkler,4,136.73,29.32,100.31,4.4,6.49,1,1,0.0,3687.8,202.2,14.5,Midland,3510.52
rice,Kharif,Red Loam,5.09,114.13,55.82,127.75,1.82,3637.1,31.76,23.22,35.31,80.76,7.38,Canal,6,83.66,68.2,132.52,3.26,6.74,1,1,0.0,3320.0,700.7,4.3,Malnad,3752.9
rice,Kharif,Red Loam,6.15,279.2,55.68,96.9,2.17,3848.1,24.07,18.68,31.35,86.45,5.47,Sprinkler,3,120.32,33.72,141.54,1.77,5.89,0,1,0.0,3462.0,858.6,34.84,Malnad,3824.19
rice,Kharif,Laterite,5.15,261.13,34.81,249.06,2.69,3301.6,29.84,24.65,34.73,90.05,6.63,Drip,2,186.86,56.02,97.33,1.93,8.89,0,1,0.0,3856.6,510.5,19.42,Malnad,3796.87
rice,Kharif,Clay Loam,6.22,169.01,41.85,237.12,1.84,3974.7,22.03,18.59,32.91,79.41,6.02,Canal,3,155.87,40.15,89.73,1.83,5.0,1,1,0.0,3633.6,459.3,11.31,Malnad,3863.72
rice,Kharif,Red Loam,5.33,240.71,24.7,126.0,1.18,3423.1,22.48,18.58,29.41,75.19,4.58,Drip,2,179.05,58.0,99.68,3.18,0.78,0,0,0.0,3693.6,93.3,9.12,Coastal,3606.9
rice,Kharif,Laterite,4.74,328.7,13.06,102.03,3.31,3128.9,30.7,24.86,33.79,65.59,5.64,Rainfed,0,199.6,72.73,74.1,2.05,4.19,1,0,0.0,3592.9,140.4,26.15,Midland,3598.51
rice,Kharif,Laterite,5.67,222.34,43.67,191.18,2.55,4041.0,28.14,22.05,34.12,79.34,4.19,Canal,4,157.04,45.53,84.67,3.54,0.55,1,1,0.0,3205.1,357.9,11.92,Midland,3942.54
rice,Kharif,Red Loam,5.41,299.07,41.99,121.71,1.55,3095.1,31.46,26.38,34.59,80.5,7.34,Canal,6,128.85,34.47,70.69,3.44,7.92,1,0,0.0,3161.1,887.2,29.57,Malnad,3503.53
rice,Kharif,Laterite,5.07,170.81,14.36,289.74,3.04,3136.6,30.77,23.99,34.49,88.52,5.89,Sprinkler,4,125.7,50.04,72.01,2.05,5.89,1,1,0.0,4127.3,140.0,0.24,Midland,3607.04
rice,Kharif,Clay Loam,6.0,143.46,29.57,247.07,3.25,4198.3,27.12,22.21,30.39,72.72,4.99,Canal,7,60.48,38.48,142.35,1.73,2.64,1,1,0.0,3245.7,448.6,33.14,Malnad,3879.49
